rho_ave_s,rho_std_s,rho_ave_cl,rho_std_cl
"[[[(0.49999999999999994+0j), (0.10171152725956029+0j)], [(0.10171152725956008+0j), (0.5000000000000001+0j)]], [[(0.5+0j), (0.13996286474015499-0.04270022671724938j)], [(0.139962864740155+0.042700226717249413j), (0.5+0j)]], [[(0.49999999999999994+0j), (0.09808932961507644+0.009571411267495103j)], [(0.09808932961507644-0.009571411267495084j), (0.5000000000000001+0j)]], [[(0.5+0j), (0.05881472253361546-0.04005599083596583j)], [(0.05881472253361549+0.040055990835965755j), (0.5000000000000001+0j)]]]","[[[(3.510833468576701e-19+0j), (0.00477565775418538+0j)], [(0.00477565775418538+0j), 0j]], [[(6.753223014464259e-19+0j), (0.004663224236356989+0j)], [(0.004663224236356988+0j), (2.0327998643932593e-18+0j)]], [[(7.771561172376095e-19+0j), (0.004784748396887535+0j)], [(0.004784748396887532+0j), 0j]], [[(1.554312234475219e-18+0j), (0.0048283449621373915+0j)], [(0.004828344962137386+0j), (7.771561172376095e-19+0j)]]]","[[[(0.49999999999999994+0j), (0.4882592928087132+0j)], [(0.48825929280871316+0j), (0.5000000000000001+0j)]], [[(0.5+0j), (0.35165087730484745-0.3326099641407258j)], [(0.35165087730484734+0.33260996414072574j), (0.5+0j)]], [[(0.49999999999999994+0j), (-0.001961786592301534-0.47857056337475323j)], [(-0.001961786592301534+0.4785705633747531j), (0.5000000000000001+0j)]], [[(0.5+0j), (-0.3391583067409096-0.343878526292422j)], [(-0.3391583067409096+0.343878526292422j), (0.5000000000000001+0j)]]]","[[[(3.510833468576701e-19+0j), (0.00477565775418538+0j)], [(0.00477565775418538+0j), 0j]], [[(6.753223014464259e-19+0j), (0.004663224236356989+0j)], [(0.004663224236356988+0j), (2.0327998643932593e-18+0j)]], [[(7.771561172376095e-19+0j), (0.004784748396887535+0j)], [(0.004784748396887532+0j), 0j]], [[(1.554312234475219e-18+0j), (0.0048283449621373915+0j)], [(0.004828344962137386+0j), (7.771561172376095e-19+0j)]]]"
