rho_ave_s,rho_std_s,rho_ave_cl,rho_std_cl
"[[[(0.5+0j), (0.059999400006000334+0j)], [(0.05999940000600037+0j), (0.5+0j)]], [[(0.5+0j), (0.021212991305683545-0.021212991305683545j)], [(0.021212991305683545+0.02121299130568352j), (0.5+0j)]], [[(0.5+0j), 0.07999920000800045j], [-0.07999920000800048j, (0.5+0j)]], [[(0.5+0j), (0.03535498550947248+0.03535498550947257j)], [(0.03535498550947248-0.03535498550947261j), (0.5+0j)]]]","[[[(4.1540741810552247e-19+0j), (0.004963819820198179+0j)], [(0.00496381982019818+0j), (8.308148362110449e-19+0j)]], [[(8.617648093045563e-19+0j), (0.0049909419759673924+0j)], [(0.004990941975967388+0j), (1.7235296186091126e-18+0j)]], [[0j, (0.004935535716344099+0j)], [(0.004935535716344099+0j), (7.1950675399977235e-19+0j)]], [[(7.447602459741819e-19+0j), (0.0049748874366587655+0j)], [(0.0049748874366587655+0j), (7.447602459741819e-19+0j)]]]","[[[(0.5+0j), (0.49999500005000413+0j)], [(0.49999500005000413+0j), (0.5+0j)]], [[(0.5+0j), (0.3535498550947259-0.3535498550947259j)], [(0.3535498550947259+0.3535498550947259j), (0.5+0j)]], [[(0.5+0j), -0.49999500005000413j], [0.49999500005000413j, (0.5+0j)]], [[(0.5+0j), (-0.3535498550947243-0.3535498550947261j)], [(-0.3535498550947243+0.3535498550947261j), (0.5+0j)]]]","[[[(4.1540741810552247e-19+0j), (0.004963819820198179+0j)], [(0.00496381982019818+0j), (8.308148362110449e-19+0j)]], [[(8.617648093045563e-19+0j), (0.0049909419759673924+0j)], [(0.004990941975967388+0j), (1.7235296186091126e-18+0j)]], [[0j, (0.004935535716344099+0j)], [(0.004935535716344099+0j), (7.1950675399977235e-19+0j)]], [[(7.447602459741819e-19+0j), (0.0049748874366587655+0j)], [(0.0049748874366587655+0j), (7.447602459741819e-19+0j)]]]"
